UT,TI,AU,AF,SO,PY,AB,DE,ID,CR,DI,C1,RP,TC,Z9,AR,BP,EA,EI,EP,IS,OI,PD,PM,PN,PT,RI,SI,SN,SU,VL,VR,include,reason_code,reason_detail,screener,screen_date,stage
WOS:000970759400001,Analysis of the impact of investor sentiment on stock price using the,"Chen, ML","Chen, Meilan",FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,,,,,10.3389/fenvs.2022.1068398,,,,,1068398,,,2296-665X,,,,DEC 1,,,J,"郭, 致蓥/GXG-3390-2022; WenFeng, Huang/OYE-5241-2025",,,,10.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001347196500001,ArtDiff: Integrating IoT and AIto enhance precision in ancient mural,"Yan, YH","Yan, Yuhan",ALEXANDRIA ENGINEERING JOURNAL,2025,,,,,10.1016/j.aej.2024.09.120,,,,,,511,OCT 2024,2090-2670,520,,,JAN,,,J,"yan, yuhan/HPG-3263-2023; Li, Jiapeng/JXR-6400-2024",,1110-0168,,111.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001465295200001,XunZi-MLLM: a multimodal large language model for ancient text and image,"Zhu, DM","Zhu, Dongmei",DIGITAL SCHOLARSHIP IN THE HUMANITIES,2025,,,,,10.1093/llc/fqaf026,,,,,,709,APR 2025,2055-768X,722,2,"Zhu, Dongmei/0000-0002-2684-8830",JUN,,,J,,,2055-7671,,40.0,,True,,,董恒清,2026-05-25,initial
WOS:001557612800001,"Language models for drug-drug interactions: current applications,","Al Meslamani, AZ","Al Meslamani, Ahmad Z.",EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY,2025,,,,,10.1080/17425255.2025.2551724,,,,,,1083,AUG 2025,1744-7607,1102,9,"F. Abou Hajal, Abdallah/0009-0006-1807-2178",SEP 2,40842299.0,,J,,,1742-5255,,21.0,,True,,,董恒清,2026-05-25,initial
WOS:001391741500001,Realizing Visual Question Answering for Education: GPT-4V as a,"Lee, G","Lee, Gyeonggeon",TECHTRENDS,2025,,,,,10.1007/s11528-024-01035-z,,,,,,271,JAN 2025,1559-7075,287,2,"Zhai, Xiaoming/0000-0003-4519-1931",MAR,,,J,"Zhai, Xiaoming/AAB-7129-2021",,8756-3894,,69.0,,True,,,董恒清,2026-05-25,initial
WOS:001488708100048,Urban walkability through different lenses: A comparative study of,"Wedyan, M","Wedyan, Musab",PLOS ONE,2025,,,,,10.1371/journal.pone.0322078,,,,,e0322078,,,1932-6203,,4,"Saeidi-Rizi, Fatemeh/0000-0001-7394-5759; Peng,",APR 18,40299853.0,,J,"; Peng, Tai-Quan/B-3176-2011",,,,20.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001594171200003,Academic discourse on ChatGPT in social sciences: A topic modeling and,"Tao, YT","Tao, Yating",PLOS ONE,2025,,,,,10.1371/journal.pone.0334331,,,,,e0334331,,,1932-6203,,10,"Tao, Yating/0000-0002-8741-3726",OCT 14,41086157.0,,J,,,,,20.0,,True,,,董恒清,2026-05-25,initial
WOS:000712079500008,Sex-specific static and dynamic functional networks of sub-divisions of,"Wang, PC","Wang, Pinchun",NEUROPSYCHOLOGIA,2021,,,,,10.1016/j.neuropsychologia.2021.108066,,,,,108066,,OCT 2021,1873-3514,,,,DEC 10,34678357.0,,J,,,0028-3932,,163.0,,False,E2,Excluded by E2 rule,董恒清,2026-05-25,initial
WOS:001348211700001,PLRTE: Progressive learning for biomedical relation triplet extraction,"Zheng, YK","Zheng, Yi-Kai",JOURNAL OF BIOMEDICAL INFORMATICS,2024,,,,,10.1016/j.jbi.2024.104738,,,,,104738,,OCT 2024,1532-0480,,,"Zhou, Lu/0009-0003-6538-0649; Feng, Yichun/0009-0007-4511-4713",NOV,39426695.0,,J,"Zeng, Bi/JDM-6170-2023",,1532-0464,,159.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001554356100001,Large Language Models can extract morphological data from taxonomic,"Schmidt-Lebuhn, AN","Schmidt-Lebuhn, Alexander N.",PHYTOKEYS,2025,,,,,10.3897/phytokeys.261.158396,,,,,,189,,1314-2003,210,261,"Schmidt-Lebuhn, Alexander/0000-0002-7402-8941",AUG 19,40881728.0,,J,"Knerr, Nunzio/AAW-1449-2021; Schmidt-Lebuhn, Alexander/C-2482-2009",,1314-2011,,,,True,,,董恒清,2026-05-25,initial
WOS:001251789000001,Empowering gynaecologists with Artificial Intelligence: Tailoring,"Sinha, R","Sinha, Rooma",EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,2024,,,,,10.1016/j.ejogrb.2024.06.001,,,,,,72,JUN 2024,1872-7654,77,,"Bag, Moumita/0000-0003-0987-9149; RAINA, ROHIT/0009-0001-8807-2433",AUG,38838389.0,,J,,,0301-2115,,299.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001472596600002,GuidePaint: lossless image-guided diffusion model for ancient mural,"Hu, JL","Hu, Jialv",NPJ HERITAGE SCIENCE,2025,,,,,10.1038/s40494-025-01693-z,,,,,118,,,3059-3220,,1,,APR 22,,,J,,,,,13.0,,True,,,董恒清,2026-05-25,initial
WOS:001388484800001,ArtEyer: Enriching GPT-based agents with contextual data visualizations,"Tang, T","Tang, Tan",VISUAL INFORMATICS,2024,,,,,10.1016/j.visinf.2024.11.001,,,,,,48,DEC 2024,,59,4,"Tang, Tan/0000-0002-5260-3087; Wu, Yanhong/0009-0008-8762-5041",DEC,,,J,"; Chen, Xiaojiao/OCL-0249-2025",,2468-502X,,8.0,,True,,,董恒清,2026-05-25,initial
WOS:001617754400033,A multi agent classical Chinese translation method based on large,"Lv, WF","Lv, Weifeng",SCIENTIFIC REPORTS,2025,,,,,10.1038/s41598-025-23904-0,,,,,40160,,,,,1,,NOV 17,41249275.0,,J,,,2045-2322,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001375735600001,Identification of stone deterioration patterns with large multimodal,"Corradetti, D","Corradetti, Daniele",JOURNAL OF CULTURAL HERITAGE,2025,,,,,10.1016/j.culher.2024.11.017,,,,,,175,DEC 2024,1778-3674,183,,"Delgado Roigues, José/0000-0002-5180-6130; Corradetti,",JAN-FEB,,,J,"Delgado Roigues, José/AAT-4663-2021; Corradetti, Daniele/JDW-7280-2023",,1296-2074,,71.0,,True,,,董恒清,2026-05-25,initial
WOS:001639372100001,Deep learning model for Chinese watercolor painting creation,"Qi, L","Qi, Lin",PEERJ COMPUTER SCIENCE,2025,,,,,10.7717/peerj-cs.3404,,,,,e3404,,,2376-5992,,,,DEC 3,,,J,,,,,11.0,,True,,,董恒清,2026-05-25,initial
WOS:001497307800001,Using Large Language Models for Qualitative Analysis can Introduce,"Ashwin, J","Ashwin, Julian",SOCIOLOGICAL METHODS & RESEARCH,2025,,,,,10.1177/00491241251338246,,,,,,,MAY 2025,1552-8294,,,"Ashwin, Julian/0000-0002-0636-1830",2025 MAY 27,,,J,"Chhabra, Aditya/OHD-4707-2025; Ashwin, Julian/ISV-4424-2023",,0049-1241,,,,True,,,董恒清,2026-05-25,initial
WOS:001567026600002,LangBiTe: An open-source platform to automate bias testing of large,"Morales, S","Morales, Sergio",SOFTWAREX,2025,,,,,10.1016/j.softx.2025.102248,,,,,102248,,JUL 2025,,,,"Cabot, Jordi/0000-0003-2418-2489;",SEP,,,J,"Cabot, Jordi/P-7723-2015; Clarisó, Robert/B-5450-2009; Morales,",,2352-7110,,31.0,,True,,,董恒清,2026-05-25,initial
WOS:001192442500001,Genealogical Data-Driven Visits of Historical Cemeteries,"Lo Duca, A","Lo Duca, Angelica",INFORMATICS-BASEL,2024,,,,,10.3390/informatics11010009,,,,,9,,,2227-9709,,1,"MARCHETTI, ANEA/0000-0003-4512-1642; Lo Duca,",MAR,,,J,"; Lo Duca, Angelica/AAO-4769-2020; Abrate, Matteo/Q-6032-2018",,,,11.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001472902400021,A thematic analysis of what Australians state would change their minds,"Lee, ASG","Lee, Amy S. G.",SCIENTIFIC REPORTS,2025,,,,,10.1038/s41598-025-96714-z,,,,,12989,,,,,1,"Kirkland, Kelly/0000-0001-7286-6506; Leviston, Zoe/0000-0002-4969-7916;",APR 22,40263334.0,,J,"; Leviston, Zoe/G-5460-2010; Stanley, Samantha/GLR-4253-2022",,2045-2322,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001462754400003,Investigating ChatGPT's phonology problem-solving abilities through,"Cho, HYS","Cho, Hyesun",LINGUISTIC RESEARCH,2025,,,,,10.17250/khisli.42.1.202503.003,,,,,,53,,,93,1,,,,,J,,,1229-1374,,42.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001593274000001,ARTIFICIAL INTELLIGENCE AND THE FUTURES TURN: an anticipatory,"Pink, S","Pink, Sarah",QUALITATIVE RESEARCH IN PSYCHOLOGY,2025,,,,,10.1080/14780887.2025.2570167,,,,,,,OCT 2025,1478-0895,,,,2025 OCT 16,,,J,,,1478-0887,,,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001524467900006,Design optimization of wood-carved window grilles in historical,"Kang, XH","Kang, Xinhui",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,2025,,,,,10.1057/s41599-025-05388-5,,,,,972,,,2662-9992,,1,"Kang, Xinhui/0000-0002-9313-7844",JUL 1,,,J,,,,,12.0,,True,,,董恒清,2026-05-25,initial
WOS:001530028500001,Scaling research aim identification: Language models for classifying,"Wu, MJ","Wu, Mengjia",JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,2025,,,,,10.1002/asi.70004,,,,,,1470,JUL 2025,2330-1643,1487,11,"Zhang, Yi/0000-0002-7731-0301; Sivertsen, Gunnar/0000-0003-1020-3189;",NOV,,,J,"Zhang, Yi/AAT-6945-2021; Sivertsen, Gunnar/E-1159-2012; Wu,",,2330-1635,,76.0,,True,,,董恒清,2026-05-25,initial
WOS:001311280900001,Leveraging LLMs for Efficient Topic Reviews,"Gana, B","Gana, Bady",APPLIED SCIENCES-BASEL,2024,,,,,10.3390/app14177675,,,,,7675,,,2076-3417,,17,"GANA CASTILLO, BADY PATRICIO/0009-0004-9840-0586; GARCIA,",SEP,,,J,"; GARCIA, JOSE/AAK-7792-2020",,,,14.0,,True,,,董恒清,2026-05-25,initial
WOS:001591579100002,DiffInpaint: line drawing guided murals restoration with diffusion model,"Tang, X","Tang, Xin",MEASUREMENT,2026,,,,,10.1016/j.measurement.2025.119223,,,,,119223,,OCT 2025,1873-412X,,,,JAN 30,,B,J,"Sun, kexue/JZM-1737-2024",,0263-2241,,258.0,,True,,,董恒清,2026-05-25,initial
WOS:001476180800001,Intelligent Computing Social Modeling and Methodological Innovations in,"Wang, ZY","Wang, Zhenyu",JOURNAL OF CHINESE POLITICAL SCIENCE,2025,,,,,10.1007/s11366-025-09917-6,,,,,,,APR 2025,1874-6357,,,"Xu, Yi/0009-0004-5652-2593",2025 APR 26,,,J,,,1080-6954,,,,True,,,董恒清,2026-05-25,initial
WOS:001472560800004,Generating SPARQL Queries over CIDOC-CRM Using a Two-Stage Ontology Path,"Mountantonakis, M","Mountantonakis, Michalis",ACM JOURNAL ON COMPUTING AND CULTURAL HERITAGE,2025,,,,,10.1145/3708326,,,,,12,,,1556-4711,,1,,MAR,,,J,"Tzitzikas, Yannis/AAA-7383-2021; Mountantonakis, Michalis/ABG-1615-2021",,1556-4673,,18.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001599864500010,Comparing spoken discourse marker use in NS and NNS speech: A,"Ahn, S","Ahn, Soojin",LINGUISTIC RESEARCH,2025,,,,,10.17250/khisli.42..202509.010,,,,,,261,,,289,,,,,,J,,SI,1229-1374,,42.0,,True,,,董恒清,2026-05-25,initial
WOS:001557953100001,Three-Dimensional Intelligent Understanding and Preventive Conservation,"Wang, RX","Wang, Ruoxin",BUILDINGS,2025,,,,,10.3390/buildings15162827,,,,,2827,,,2075-5309,,16,"Chen, Jiangjihong/0009-0003-8429-3997",AUG 8,,,J,"Wang, Ruoxin/MTF-3765-2025",,,,15.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001549920500001,Deep learning-based oracle image enhancement and calibration methods,"Qiao, YJ","Qiao, Yingjie",JOURNAL OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING,2025,,,,,10.1177/14727978251365056,,,,,,,AUG 2025,1875-8983,,,,2025 AUG 13,,,J,,,1472-7978,,,,True,,,董恒清,2026-05-25,initial
WOS:001530346300003,"Responses to the Initial Hype: ChatGPT Supporting Teaching, Learning,","Cefa, B","Cefa, Berrin",OPEN PRAXIS,2025,,,,,10.55982/openpraxis.17.2.872,,,,,,227,,,250,2,"Macgilchrist, Felicitas/0000-0002-2828-4127; Zawacki-Richter,",,,,J,"; Zawacki-Richter, Olaf/K-9194-2019; Loglo, Frank Senyo/KDN-0865-2024;",,2304-070X,,17.0,,True,,,董恒清,2026-05-25,initial
WOS:001355794300001,A corpus-driven comparative analysis of AI in academic discourse:,"Tudino, G","Tudino, Giordano",LINGUA,2024,,,,,10.1016/j.lingua.2024.103838,,,,,103838,,NOV 2024,1872-6135,,,"Tudino, Giordano/0009-0001-6586-3371; QIN, Yan/0000-0002-4348-7555",DEC,,,J,,,0024-3841,,312.0,,True,,,董恒清,2026-05-25,initial
WOS:001234573700002,Shadows of wisdom: Classifying meta-cognitive and morally grounded,"Stavropoulos, A","Stavropoulos, Alexander",BEHAVIOR RESEARCH METHODS,2024,,,,,10.3758/s13428-024-02441-0,,,,,,7632,MAY 2024,1554-3528,7646,7,"Grossmann, Igor/0000-0003-2681-3600; , Alexander/0009-0008-2610-2634",OCT,38811519.0,,J,"Stavropoulos, Alexander/KBC-5924-2024; Crone, Damien/H-9301-2019;",,1554-351X,,56.0,,True,,,董恒清,2026-05-25,initial
WOS:001206020000002,Using OpenAI's GPT Model to Analyse Open Texts in Educational Research,"González-Mayorga, H","Gonzalez-Mayorga, Hector",PIXEL-BIT- REVISTA DE MEDIOS Y EDUCACION,2024,,,,,10.12795/pixelbit.102032,,,,,,,,2171-7966,,69,"González Mayorga, Héctor/0000-0003-1161-1694; Vidal,",JAN,,,J,"González Mayorga, Héctor/AAL-7136-2021; Vidal, Javier/C-5306-2009;",,1133-8482,,,,True,,,董恒清,2026-05-25,initial
WOS:001558491200001,Intelligent Defect Detection of Ancient City Walls Based on Computer,"Zhang, GP","Zhang, Gengpei",SENSORS,2025,,,,,10.3390/s25165042,,,,,5042,,,1424-8220,,16,,AUG 14,40871904.0,,J,,,,,25.0,,True,,,董恒清,2026-05-25,initial
WOS:001196771600002,A systematic evaluation of text mining methods for short texts: Mapping,"Macanovic, A","Macanovic, Ana",BEHAVIOR RESEARCH METHODS,2024,,,,,10.3758/s13428-024-02381-9,,,,,,2782,APR 2024,1554-3528,2803,4,"Macanovic, Ana/0000-0003-0800-5271; Przepiorka,",JUN 1,38575776.0,,J,"Macanovic, Ana/LHA-4350-2024; Przepiorka, Wojtek/I-3438-2019",,1554-351X,,56.0,,True,,,董恒清,2026-05-25,initial
WOS:001251308100001,A comprehensive evaluation of large language models in mining gene,"Azam, M","Azam, Muhammad",QUANTITATIVE BIOLOGY,2024,,,,,10.1002/qub2.57,,,,,,360,JUN 2024,2095-4697,374,4,,DEC,39364206.0,,J,"Arowolo, Micheal/AAA-6725-2021; Xu, Dong/Y-8605-2018; Chen,",,2095-4689,,12.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001710531500001,Good Things Come in Pairs: A Computational Study of Poetic Parallelism,"Cai, ZQ","Cai, Zong-Qi",JOURNAL OF CHINESE LITERATURE AND CULTURE,2025,,,,,10.1215/23290048-11997474,,,,,,,,2329-0056,,2,,NOV,,,J,,,2329-0048,,12.0,,True,,,董恒清,2026-05-25,initial
WOS:001527786400001,Determinants of researchers' intentions to utilize ChatGPT: insights,"Yuceol, N","Yuceol, Nazli",JOURNAL OF CULTURAL COGNITIVE SCIENCE,2025,,,,,10.1007/s41809-025-00180-y,,,,,,331,JUL 2025,2520-1018,357,2,,AUG,,,J,"Yılmaz, Ayşe/U-8459-2017; Akin, Meryem/KMY-6458-2024",,2520-100X,,9.0,,True,,,董恒清,2026-05-25,initial
WOS:001596547600001,Distilling Knowledge from Catalysis Literature with Long-Context Large,"Chen, HH","Chen, Honghao",ACS CATALYSIS,2025,,,,,10.1021/acscatal.5c06431,,,,,,18244,OCT 2025,,18254,21,,NOV 7,,,J,"Tew, Yi Shen/KUC-7580-2024; Wang, Xiaonan/T-1102-2017",,2155-5435,,15.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001547513000002,How Well Do Simulated Population Samples with GPT-4 Align with Real,"Ferreira, G","Ferreira, Gregorio",HEALTH DATA SCIENCE,2025,,,,,10.34133/hds.0284,,,,,0284,,,2765-8783,,,"Amidei, Jacopo/0000-0002-8846-252X; Kaltenbrunner,",JUL 2,40606858.0,,J,"Amidei, Jacopo/NMK-6601-2025; Kaltenbrunner, Aneas/A-7301-2016",,,,5.0,,True,,,董恒清,2026-05-25,initial
WOS:001515491200001,Natural Interaction in Virtual Heritage: Enhancing User Experience with,"Sánchez-Berriel, I","Sanchez-Berriel, Isabel",ELECTRONICS,2025,,,,,10.3390/electronics14122478,,,,,2478,,,,,12,"perez nava, fernando/0000-0001-8281-4697; Pérez Rosario,",JUN 18,,,J,"; Sánchez-Berriel, Isabel/ABE-9843-2021",,2079-9292,,14.0,,True,,,董恒清,2026-05-25,initial
WOS:000934593600001,"Out of One, Many: Using Language Models to Simulate Human Samples","Argyle, LP","Argyle, Lisa P. P.",POLITICAL ANALYSIS,2023,,,,,10.1017/pan.2023.2,,,,,PII S1047198723000025,337,FEB 2023,1476-4989,351,3,"Gubler, Joshua/0000-0003-1635-8210; Fulda, Nancy/0000-0001-9391-8301",JUL,,,J,,,1047-1987,,31.0,,True,,,董恒清,2026-05-25,initial
WOS:001491798100001,AI-Assisted Design: Intelligent Generation of Dong Paper-Cut Patterns,"Xiao, Y","Xiao, Yi",ELECTRONICS,2025,,,,,10.3390/electronics14091804,,,,,1804,,,,,9,"Jinhao, Qiao/0009-0002-8434-1445",APR 28,,,J,,,2079-9292,,14.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001280532600024,Terra Incognita: The Governance of Artificial Intelligence in,"Stanger, A","Stanger, Allison",ANNUAL REVIEW OF POLITICAL SCIENCE,2024,,,,,10.1146/annurev-polisci-041322-042247,,,,,,445,,1545-1577,465,,,,,,J,"Stanger, Allison/ITW-1012-2023",,1094-2939,,27.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001467090300001,Integrating machine learning and a large language model to construct a,"Zhou, ZP","Zhou, Zhipeng",ACCIDENT ANALYSIS AND PREVENTION,2025,,,,,10.1016/j.aap.2025.108009,,,,,108009,,MAR 2025,1879-2057,,,,JUN,40117725.0,,J,,,0001-4575,,215.0,,True,,,董恒清,2026-05-25,initial
WOS:001523545800011,An Empirical Study on Anomaly Detection and Optimization in ICH,"Ge, H","Ge, Hui",JOURNAL OF ORGANIZATIONAL AND END USER COMPUTING,2025,,,,,10.4018/JOEUC.378673,,,,,378673,,,1546-5012,,1,,,,,J,"Zhuang, Zihan/LKJ-6389-2024",,1546-2234,,37.0,,False,E2,Excluded by E2 rule,董恒清,2026-05-25,initial
WOS:000785024100001,A Generative Model for Topic Discovery and Polysemy Embeddings on,"Chai, BF","Chai, Bianfang",SYMMETRY-BASEL,2022,,,,,10.3390/sym14040703,,,,,703,,,2073-8994,,4,"Chai, Bianfang/0000-0001-5865-032X",APR,,,J,,,,,14.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001651643600021,Empower instructors with actionable insights: Mine and visualize student,"Lin, F","Lin, Feng",COMPUTERS AND EDUCATION: ARTIFICIAL INTELLIGENCE,2025,,,,,10.1016/j.caeai.2025.100389,,,,,100389,,MAR 2025,,,,,JUN,,,J,,,2666-920X,,8.0,,True,,,董恒清,2026-05-25,initial
WOS:001489600300004,Database construction and remodeling method on traditional Yi,"Meng, KN","Meng, Kaining",NPJ HERITAGE SCIENCE,2025,,,,,10.1038/s40494-025-01707-w,,,,,181,,,3059-3220,,1,"He, Lu/0009-0007-8858-9639; Li, Hengyi/0000-0002-7213-9517",MAY 17,,,J,"; lu, he/JSL-6412-2023; Chen, Mengmeng/HLP-8915-2023",,,,13.0,,True,,,董恒清,2026-05-25,initial
WOS:001521527400043,UE-NER-2025: A GPT-Based Approach to Multi-Lingual Named Entity,"Ahmad, M","Ahmad, Muhammad",IEEE ACCESS,2025,,,,,10.1109/ACCESS.2025.3579289,,,,,,111175,,,111186,,,,,,J,"Batyrshin, Ildar/AAT-3126-2020; Ameer, Iqra/GWU-6630-2022; Muzamil,",,2169-3536,,13.0,,True,,,董恒清,2026-05-25,initial
WOS:001606574300001,The meaning of ecological restoration in Argentina: an analysis of the,"Pérez, DR","Perez, Daniel Roberto",RESTORATION ECOLOGY,2026,,,,,10.1111/rec.70242,,,,,,,OCT 2025,1526-100X,,1,"Farina, Julieta/0000-0002-9191-8460",JAN,,,J,"Rodriguez Araujo, Maria Emilia/JUU-6982-2023",,1061-2971,,34.0,,True,,,董恒清,2026-05-25,initial
WOS:000362966800005,Topic factor models: Uncovering thematic structure in equity market data,"Staines, J","Staines, Joe",INTELLIGENT DATA ANALYSIS,2015,,,,,10.3233/IDA-150770,,,,,,S69,,1571-4128,S85,,"Barber, David/0000-0003-2163-2982",,,,J,,,1088-467X,1,19.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001100141400001,Transparency in research: An analysis of ChatGPT usage acknowledgment by,"Raman, R","Raman, Raghu",ACCOUNTABILITY IN RESEARCH-ETHICS INTEGRITY AND POLICY,2025,,,,,10.1080/08989621.2023.2273377,,,,,,277,NOV 2023,1545-5815,298,3,"Raman, Raghu/0000-0002-0851-9742",APR 3,37877216.0,,J,"Raman, Raghu/AAL-9550-2020",,0898-9621,,32.0,,True,,,董恒清,2026-05-25,initial
WOS:001324228400001,David vs. Goliath: comparing conventional machine learning and a large,"Kieser, F","Kieser, Fabian",FRONTIERS IN ARTIFICIAL INTELLIGENCE,2024,,,,,10.3389/frai.2024.1408817,,,,,1408817,,,2624-8212,,,"Stede, Manfred/0000-0001-6819-2043",SEP 18,39359648.0,,J,"Tschisgale, Paul/NDR-9543-2025; Wulff, Peter/GSI-9069-2022",,,,7.0,,True,,,董恒清,2026-05-25,initial
WOS:001593595200001,Design and Evaluation of Knowledge-Distilled LLM for Improving the,"Hong, Y","Hong, Younhee",ELECTRONICS,2025,,,,,10.3390/electronics14193860,,,,,3860,,,,,19,,SEP 29,,,J,,,2079-9292,,14.0,,True,,,董恒清,2026-05-25,initial
WOS:001471761600001,Transfer learning for software vulnerability prediction using,"Kalouptsoglou, I","Kalouptsoglou, Ilias",JOURNAL OF SYSTEMS AND SOFTWARE,2025,,,,,10.1016/j.jss.2025.112448,,,,,112448,,APR 2025,1873-1228,,,"Kalouptsoglou, Ilias/0000-0002-5118-2508; Chatzigeorgiou,",SEP,,,J,"Kehagias, Dionysios/H-9091-2016; Ampatzoglou, Apostolos/AAC-3632-2020;",,0164-1212,,227.0,,True,,,董恒清,2026-05-25,initial
WOS:001197461600003,A systematic review of Stimulated Recall (SR) in educational research,"Zhai, XS","Zhai, Xuesong",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,2024,,,,,10.1057/s41599-024-02987-6,,,,,489,,,2662-9992,,1,"Chu, Xiaoyan/0000-0001-9974-4066; Wang, Minjuan/0000-0003-2561-3420",APR 5,,,J,"Spector, Jonathan/B-1780-2014; Zhai, Xuesong/OHT-7273-2025; Liang,",,,,11.0,,True,,,董恒清,2026-05-25,initial
WOS:001406336400001,Assessing the performance of ChatGPT in medical ethical decision-making:,"Khan, AA","Khan, Ali A.",JOURNAL OF MEDICAL ETHICS,2025,,,,,10.1136/jme-2024-110240,,,,,,693,JAN 2025,1473-4257,699,10,"Jimale, Mohamed/0000-0002-4998-1482; Khan, Ali/0000-0002-4250-8828;",OCT,39863417.0,,J,"; Khan, Ali Raza/IWM-6531-2023",,0306-6800,,51.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:000467395300001,Neural mediation of greed personality trait on economic risk-taking,"Li, WW","Li, Weiwei",ELIFE,2019,,,,,10.7554/eLife.45093,,,,,e45093,,,,,,"Xie, Xiaofei/0000-0003-0467-9930; Wang, Haixia/0000-0001-8897-4819;",APR 29,31033436.0,,J,"Li, Jian/H-7572-2014",,2050-084X,,8.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001624080500001,Large Language Models in Bio-Ontology Research: A Review,"Manda, P","Manda, Prashanti",BIOENGINEERING-BASEL,2025,,,,,10.3390/bioengineering12111260,,,,,1260,,,2306-5354,,11,,NOV 18,41301216.0,,J,,,,,12.0,,True,,,董恒清,2026-05-25,initial
WOS:001624853300001,Redefining Education in the Digital Age: The Role of GPT Models in,"Sangka, KB","Sangka, Khresna Bayu",HUMAN BEHAVIOR AND EMERGING TECHNOLOGIES,2025,,,,,10.1155/hbe2/7118205,,,,,7118205,,,2578-1863,,1,"Sangka, Khresna Bayu/0000-0002-9837-6756; , Rahmad Wahyu",,,,J,"Sangka, Khresna Bayu/AAE-8874-2022",,,,2025.0,,True,,,董恒清,2026-05-25,initial
WOS:001594118500001,"Digital Maktaba project: Toward a metadata-driven, LLM-assisted","El Ganadi, A","El Ganadi, Amina",INTERNATIONAL JOURNAL ON DIGITAL LIBRARIES,2025,,,,,10.1007/s00799-025-00432-w,,,,,19,,,1432-1300,,4,"El Ganadi, Amina/0000-0002-8196-2628",OCT 15,,,J,,,1432-5012,,26.0,,True,,,董恒清,2026-05-25,initial
WOS:001208013800001,Conceptual Metaphor Theory Guides GANs for Generating Metaphors and,"Shou, XC","Shou, Xincheng",IEEE ACCESS,2024,,,,,10.1109/ACCESS.2024.3389071,,,,,,55357,,,55366,,"Shou, Xincheng/0009-0004-9056-608X",,,,J,,,2169-3536,,12.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
